summary,intent
바이오시장 계속 떨어지려나요? 재료 하나로 시장을 죽여버리네.,종목전망
지금 한라평단 4300 물을 타서 평단 내려도 될지 어떻게 해야 될지 감이 안 잡혀.,매매전략
제이씨케미칼 4200원대 들어가서 물려있는데 어떻게 해야 할까?,매매전략
위닉스 횡보중인데 언제 쯤 오를까요?,종목전망
이베스트투자증권 연간 실적이나 분기 실적으로 보면 크게 성장 할 것 같은데.,종목분석
탄소섬유 관련주 대장주가 어디인가요?,종목소개
기산텔레콤 얼마까지 떨어질까요?,종목전망
유니온 5900원에 물려있는데 끝없이 내려가네요.,멘탈
시그네틱스 상담 부탁드려요,종목전망
한익스프레스 8600에 들어와서 물렸네요 손절해야 할까요?,매매전략
페이퍼코리아 주식 어떤가요?,종목분석
힘 있이 급등하는 것과 일 이주 급등했다 제자리로 가는 것 구분하는 법 있나요?,차트질문
링크제니시스 오늘 고점 들어갔다가 물렸는데요 어찌 보시나요?,종목전망
국일제지 주말 동안 좋은 뉴스 나왔다고 하던데 어떻게 보니?,종목전망
인프라웨어 갑자기 이거 왜 오른거야?,등락원인
상황보고 손해 좀 보더라도 일찌감치 매도하는 게 나을까요,매매결정
대유위니아 어제 JP모간에서 매수를 많이 했는데 호재로 작용될까요?,재료
남성 길게 가도 될까요?,매매전략
edgc 전환사채발행 호재인가요?,재료
국보 시간외 상한가 쳤는데요 내일 어느정도 오르겠죠?,종목전망
전환권사채 발행을 하면 주가가 떨어지나요?,재료
키위미디어그룹에 물렸어. 향후 흐름이 어떨 것 같아?,종목전망
서연탑메탈 종목 분석 좀 해줘.,종목분석
모바일리더 기관이 계속 순매수 중인데 어떻게 해석을 해야 할까?,종목전망
블루컴 정말 던져야 하는지..,매매결정
아모레퍼시픽 홀딩할까? 매도할까?,매매전략
희토류 갈까요?,종목전망
종근당 언제 반등할까요?,종목전망
현우산업 내일 장 어떨까?,종목전망
lg디스플레이 전망 어떻게 보니?,종목전망
SG&G 관련 더 상승할지 이제 손절을 해야할지 알려줘,매매전략
화인베스틸 앞으로 어떨까요?,종목전망
오픈베이스 오늘 고점에 물렸는데 손절해야 할까요?,매매전략
샘코가 이렇게나 오를줄이야 몰랐네,멘탈
POSCO -30% 정리해야할까요?,매매전략
태영건설 우선주에 대해서 앞으로 전망 알려줘,종목전망
동원시스템즈 조금씩 상향하고 있는데 어떨까?,종목전망
마이크로디지탈 기술특례 상장기업이라는데 월요일에 살까?,매매결정
마이크로디지탈 어때요?,종목분석
샘코 다음주부터 확 밀리나?,종목전망
샘코 끝난건가요?,종목분석
세종텔레콤 몇년째 400~500원대네 안 오르나?,등락원인
데일리블록체인 손실이 너무 큰데 어찌해야 좋을까,매매전략
나이벡 9070원에 물렸는데 어떻게 보니?,매매평가
앤씨앤 장마감 후 유상증자 공시 떴는데 대형 악재인가?,재료
테스나 -5.27% 하락 손절해야 할지 고민이네,매매전략
나노메딕스 10000원에 묶여 있는데 본전까지 올까?,종목전망
인트로메딕 매수해도 될까요?,매매결정
썸에이지 지금이라도 손절을 해야할까,매매전략
SNK 손절할 시기는 지난거 같아 손절할 엄두는 안 나고 기다릴까?,매매전략
유비쿼스홀딩스 3만원 초에 샀는데 언제 쯤 매도하는 게 좋을까?,매매타이밍
엔에이치스팩10호 합병 상장하게 되면 주가는 어떻게 되는거야?,재료
안전한 대형주 추천 부탁드려요.,종목추천
cj e&m 201000원으로 평단가 가지고 있는데 꽤 큰 금액을 넣어서 손실이 크네요 존버밖엔 없겠죠?,매매결정
비트컴퓨터 오지게 물려있는데 가망이 없을까요?,종목전망
오늘은 어디가 가장 많이 오를까요?,종목추천
드림어스컴퍼니평단 9700원 손실 -25% 오지게 물려 있네요. 반등 있을까요? 손절을 하기에는 너무 멀리 온 것 같아요.,종목전망
드림어스컴퍼니평단 9700원 손실 -25% 오지게 물려 있네요. ,매매평가
유니온머티리얼 어떨까요? 3500에 보유라 단가가 좀 높습니다.,종목전망
cje&m 어찌할까 계속 물타기해서 201000원으로 평단가 맞췄는데 더 떨어질까 잠도 안오네요.,멘탈
롯데하이마트 주식 요즘 보고있는데 일 이년 보고 들어가면 어떨까요?,종목전망
알테오젠 가즈아,멘탈
cj헬로 지금 -30프로인데 어찌해야 하나요 하염없이 흘러내려요. 던져야하나요 기다려야할까요,매매전략
포티스 3개월 정도 보유하고 있습니다. 이 종목 어찌해야 하나요?,매매전략
현대바이오 평단 18200에 50퍼 물렸는데 내일이라도 손절하는 게 좋을까요 보유하는 게 좋을까요?,매매전략
유비쿼스홀딩스 꾸준히 오르고 있는데 이유가 뭘까요?,등락원인
금일 흥구석유 6850원 매수했는데 홀딩해도 될까요?,매매전략
에이아이비트 이번에 리치앤코에서 인수한다 공시 나오네 어떻게 생각해?,종목분석
넥슨지티 윗꼬리 달고 올라가려고 시도하는거 보면 내일 상승이 예상되네.,차트질문
lg디스플레이 평가 좀 해줘 사자마자 10프로 떨어지네. 매수량 4000주정도 되는데 괜찮을까?,매매평가
제이준 정말 답 없군.. 어찌 해야 할까?,멘탈
인스코비너무 물려서 손해가 심각한데 존버하면 가능성 있을까요?,매매전략
에스씨엔지니어링 이거 어떡해야 할까요 지금이라도 손절하는 게 답일까요,매매전략
신라젠 어디까지 내리 쳐박을까요? 멘탈 이제 막 나갈 것 같네.  진짜 손절해야 되나요?,멘탈
데일리블록체인 인선이엔티 계속 들고가도 될지 앞으로 전망 부탁 드립니다.,종목전망
케어랩스 왜 그리 비실대죠? 주봉을 봐도 최저가이고 재무상태도 나쁘지 않은데 왜 자꾸 떨어지죠?,등락원인
매직마이크로 현재 마이너스 50가까이 되는데요. 너무 겁이나.,멘탈
카페24 계속 떨어질까요? 물타기 조금 해서 평단 82000 물렸는데 끝이 없이 내려가고 있어요 일주일만에 반토막이 났는데 상폐되는 수순일까요? ,종목전망
남성 고점에 물려버렸습니다 3850원입니다 손절해야 되나요?,매매전략
남선알미늄 가즈아,멘탈
드림텍이 어제 오늘 많이 빠져서 9300원에 조금 매수 해봤는데 기다리면 오를까요?,종목전망
내일 보해양조 어떻게 보시나요? 고점에 들어가서 떨리네요,종목전망
동국S&C상담 부탁해. 실적도 나쁘지 않는데 작년부터 계속 떨어지네.,등락원인
홈캐스트 외인들이 줄곧 매집하더니 오늘부터 오르네요. 더 매집해도 되겠죠?,매매결정
시그네틱스 종목 상담이요 1578원 60% 입니다. 갑갑해요.,종목전망
삼우엠스 손익단가 891원 현재가 664원 비중 50%인데 아직은 좀 더 기다려봐도 될까요?,매매전략
카페24 미쳤나봐요 평단 92000 물렸는데 이틀 사이에 30% 넘게 빠진거 같아요.,멘탈
머큐리는 지금이라도 매도하는게 좋을까요?,매매결정
마음이 아프네요 뒤늦게 쫒아간 국일 돈 좀버는가 싶더니 마이너스... 모두 털고 백기 들고 나왔습니다.,멘탈
프로스테믹스 올랐을 때 반 팔고 더 올라갈까 싶어 반 보유 중인데 계속 내려가네요 프로스테믹스 흐름 어떨까요?,종목전망
알리코제약 13000원 매수했는데 손절가 얼마로 보시나요,매매타이밍
에이티젠 자회사 합병 호재인가요,재료
오리엔트정공 내일 장 어떻게 보시나요? 좀 오를까요?,종목전망
흥구석유 고점에 물려있는데 손절해야할까요?,매매전략
GH신소재 평단4100원 25% 조언 부탁해,매매평가
오리엔트정공 1000원까지 올라갈까요 아니면 월요일 매도해야 할까요,매매전략
아남전자 3720원 오래 가지고 있었는데 주가 많이 빠졌네요 혹시 물타기가 가능할까요?,매매전략
한국항공우주 매집할까요?,매매결정
"케어랩스 23,000원대 샀는데 지금 너무 많이 떨어졌네 앞으로 오를 것 같은데 추가매수 하는 게 좋을까 아니면 매도하는게 좋을까?",매매전략
팍스넷의 운명은?,종목분석
SMLife Design 들고있는데 오늘 많이 빠졌네 어떻게 대응해야 하는지 알려주세요,매매전략
우성사료 어떤가요? 오늘 초급등했다가 쫙 빠졌는데,종목분석
현대바이오에 물려있는데 기다리는 게 맞을까요?,매매전략
한일진공 보유중인데 저번주 뉴스에도 불구하고 못 가는데 정리하는 게 나을까요?,매매결정
내일 snk가 상장된다고 하는데 보통 상장 되고나선 주가가 오르나요?,재료
한화 관련해서 의견을 듣고 싶습니다,종목분석
현대사료 재수없게 고점에서 꽉 물렸어 평단이 22000 거의 몰빵이라 힘들어 거기다 갑자기 북한 미사일 쏘고.. 종목 상담 부탁해,종목분석
에이스테크 최근 전고점 갱신하였는데 추가 돌파 가능성 어떻게 생각해?,종목전망
일성건설이 대북주인가요?,종목소개
일성건설 앞으로 전망 부탁드립니다,종목전망
가스사업이 향후 비젼없나요?,종목전망
한국가스공사 평단 4만6천원대인데 장투해야할지 손절해야할지 고민입니다.,매매전략
코스피는 올랐는데 한국가스공사는 떨어져도 넘 심하게 떨어지니 마음 울쩍합니다.,멘탈
케이엠제약 내일도 갈까요?,종목전망
서연전자는 부채율도 높고 회사에서도 주식 관리 안 하는거 같은데 손절이 답일까요? ,매매결정
한독약품 작년 흑자전환 후 배당도 450윈 하고 1분기 실적도 어닝스프라이즈인데 주가는 시총4천억에서 제자리 걸음이네요. ,등락원인
"한독약품 매수세도 없고 거래량도 너무 적어서 변동 폭도 적고 이걸 정리해야 할지, 가져갈지 고민입니다. ",매매전략
한독약품 흑자전환 후 배당도 450윈 하고 1분기 실적도 어닝스프라이즈에 PBR은 1.35인데도 매수세가 너무 없네요. ,매매이유
미래SCI 조언 부탁드립니다.,종목분석
4월 초에 미래SCI 수익 매도 후 다시 2190 10% 매수했다가 홀딩 중인데 좀 평단을 낮추는 게 나을지 아님 지금이라도 손절하는 게 나을지 조언 부탁해.,매매전략
미래SCI 매수했다가 홀딩 중인데 좀 평단을 낮추는 게 나을지 아님 지금이라도 손절하는 게 나을지 조언 부탁합니다.,매매전략
우양에이치씨 상폐 상태인데 사려면 어떻게 사나요?,거래
상폐된 우양에이치씨 이거 장외로 파는 사람있나요?,거래
"펩트론 27프로 이상 떨어졌다가 오늘 7프로나 올랐는데, 진짜 매집 세력이 있었던 것인지, 너무 많이 떨어져서 기술적 반등을 한건지 모르겠네요.",등락원인
"펩트론 이 종목이 진짜 매집 세력이 있었던 것인지, 너무 많이 떨어져서 기술적 반등을 한건지 모르겠네요. ",등락원인
펩트론 추천 이후 27프로 이상 떨어졌다가 오늘 7프로나 올랐는데 관심을 가져도 될까?,매매결정
모바일리더 시간외 상한가 찍은 이유가 뭘까?,등락원인
프로스테믹스 어떤가요?,종목분석
"프로스테믹스 세계 최초 엑소좀 발모효과 규명으로 상 갈줄 알고 6,670원에 매수 들어 갔다가 일단 홀딩 중인데 조언 부탁해요.",매매평가
"프로스테믹스 상 갈줄 알고 6,670원에 매수 들어 갔다가 일단 홀딩 중인데 조언 부탁해.",매매평가
"대상홀딩스우 평단 7218원, 물타기하면서 계속 가져가도 될까요 아님 손절이 나을까요?",매매전략
화인베스틸 금요일에 팔았어야 했는데 상한가 풀릴지 생각도 못했네요. ,멘탈
화인베스틸 오늘 마이너스 후려치는데 아직 10정도 수익 중이긴해 조만간 어떻게 될까요?,종목전망
대한항공은 왜 외국인이나 cs증권이 계속 매수하는걸까요?,매매동향
